ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente
CLI1052,1,0,47,1,7,0,1,5,1977,1,38073,33,0.583,30,1,132
CLI1053,1,1,53,1,5,0,2,2,1971,1,33107,27,1.639,30,1,245
CLI1054,1,1,68,0,7,0,2,6,1956,1,126776,23,0.564,200,0,181
CLI1055,0,0,46,1,0,0,1,2,1978,1,102397,24,1.248,50,0,251
CLI1056,1,1,28,1,0,2,2,2,1996,3,19350,14,1.374,30,0,339
CLI1057,1,0,34,0,0,1,1,1,1990,3,31836,5,1.33,30,0,146
CLI1058,1,1,67,1,3,0,1,4,1957,1,69046,18,0.837,80,0,478
CLI1059,0,0,29,0,1,2,1,1,1995,3,20122,14,1.685,30,1,189
CLI1060,0,0,30,1,5,2,1,4,1994,3,23820,31,0.985,30,1,146
CLI1061,0,1,44,1,0,0,1,2,1980,1,71184,2,1.56,50,0,354
CLI1062,0,0,25,0,3,2,1,4,1999,2,24524,22,2.34,30,0,226
CLI1063,1,1,50,1,2,0,0,4,1974,1,45305,41,1.482,30,0,203
CLI1064,0,0,41,1,0,1,1,1,1983,3,30678,38,1.491,30,0,412
CLI1065,1,1,31,1,5,2,1,2,1993,3,20103,31,1.537,30,0,495
CLI1066,1,1,77,0,6,0,1,2,1947,1,46419,40,1.502,30,1,194
CLI1067,1,1,41,1,0,1,2,2,1983,3,124087,8,1.583,50,1,316
CLI1068,0,0,21,0,5,2,1,4,2003,2,21978,11,1.65,30,1,205
CLI1069,1,1,53,0,8,0,2,4,1971,1,128848,43,1.209,200,0,443
CLI1070,1,1,62,1,0,0,2,5,1962,1,104677,6,1.365,30,0,292
CLI1071,1,1,40,0,0,1,2,3,1984,3,103897,0,0.732,30,1,252
CLI1072,1,1,69,0,7,0,2,5,1955,1,57992,5,1.111,30,0,303
CLI1073,0,1,75,1,0,0,2,2,1949,1,105557,0,1.189,50,0,334
CLI1074,0,0,30,1,3,2,1,4,1994,3,21213,30,1.928,30,0,263
CLI1075,1,0,33,1,7,1,1,3,1991,3,29105,24,1.054,30,0,302
CLI1076,0,0,36,1,5,1,1,3,1988,3,31432,32,1.307,30,1,256
CLI1077,1,1,28,0,7,2,1,2,1996,3,26466,7,3.099,30,1,207
CLI1078,0,0,41,1,7,1,1,2,1983,3,30661,47,1.284,30,1,148
CLI1079,1,0,33,1,7,1,1,3,1991,3,22717,43,1.238,30,1,330
CLI1080,0,1,73,1,4,0,2,2,1951,1,51345,35,1.033,50,0,422
CLI1081,0,0,34,0,4,1,1,1,1990,3,18672,36,1.882,30,1,381
CLI1082,0,0,34,1,4,1,1,3,1990,3,19470,32,1.192,30,0,551
CLI1083,0,1,50,1,0,0,0,5,1974,1,22982,34,0.798,30,0,138
CLI1084,1,1,46,0,7,0,1,3,1978,1,112823,38,1.209,30,0,109
CLI1085,0,1,51,1,0,0,2,2,1973,1,107122,18,1.463,50,1,246
CLI1086,0,1,84,1,8,0,0,2,1940,0,119335,28,1.561,50,0,119
CLI1087,1,0,28,1,3,2,1,4,1996,3,25387,18,2.513,30,0,497
CLI1088,0,1,45,1,4,0,2,3,1979,1,96862,48,1.629,30,0,351
CLI1089,1,1,54,1,4,0,2,2,1970,1,127708,21,1.248,50,1,193
CLI1090,1,0,35,0,8,1,1,5,1989,3,18702,5,1.123,30,0,120
CLI1091,1,1,61,0,0,0,1,2,1963,1,50966,32,0.955,30,0,216
CLI1092,1,1,73,1,2,0,0,2,1951,1,35032,11,11.305,50,0,445
CLI1093,0,1,75,1,0,0,1,1,1949,1,22149,12,1.502,30,0,198
CLI1094,1,0,23,0,8,2,1,1,2001,2,18902,32,2.34,30,0,474
CLI1095,0,0,43,1,0,0,1,1,1981,3,77752,30,1.353,50,1,179
CLI1096,0,0,29,1,3,2,1,2,1995,3,27922,7,1.823,30,0,238
CLI1097,1,0,24,0,3,2,1,1,2000,2,16470,16,2.237,30,0,426
CLI1098,1,0,22,0,3,2,1,4,2002,2,21967,13,1.443,30,1,391
CLI1099,0,1,55,1,5,0,1,3,1969,1,124610,43,1.365,80,0,119
CLI1100,0,1,92,1,0,0,0,2,1932,0,45101,4,0.603,50,1,283
CLI1101,1,0,47,1,0,0,1,5,1977,1,101121,19,0.994,30,0,540
CLI1102,0,1,69,1,7,0,2,4,1955,1,129925,36,0.955,80,0,481
CLI1103,1,0,41,1,7,1,1,1,1983,3,94338,13,1.721,50,0,128
CLI1104,1,1,34,0,4,1,2,3,1990,3,31024,24,1.997,30,1,356
CLI1105,1,0,29,0,7,2,1,3,1995,3,19259,49,2.823,30,0,561
CLI1106,1,1,45,1,7,0,2,3,1979,1,109609,5,1.767,30,0,427
CLI1107,0,1,68,1,0,0,0,2,1956,1,62054,47,1.385,50,1,344
CLI1108,1,1,50,1,2,0,0,4,1974,1,79684,26,1.091,80,1,166
CLI1109,0,1,31,0,4,2,1,3,1993,3,26657,48,0.755,30,0,139
CLI1110,0,1,98,1,8,0,0,2,1926,0,23228,19,0.7,30,1,149
CLI1111,1,0,22,0,3,2,1,4,2002,2,18311,12,1.616,30,0,167
CLI1112,0,0,44,1,4,0,1,2,1980,1,27814,14,1.077,30,0,163
CLI1113,1,0,25,0,3,2,1,4,1999,2,22146,43,11.325,30,1,193
CLI1114,1,0,45,1,0,0,1,1,1979,1,40783,42,1.836,50,0,135
CLI1115,1,1,86,0,8,0,0,2,1938,0,39374,7,1.424,30,0,369
CLI1116,0,0,47,1,4,0,1,1,1977,1,61425,23,1.287,50,1,172
CLI1117,0,1,63,1,0,0,0,4,1961,1,117739,32,0.72,80,1,120
CLI1118,1,1,61,1,2,0,0,3,1963,1,66612,9,1.033,80,1,142
CLI1119,0,0,30,1,4,2,1,1,1994,3,22067,27,1.675,30,0,506
CLI1120,1,1,56,1,2,0,0,4,1968,1,90699,28,0.779,80,0,272
CLI1121,1,1,39,1,2,1,0,4,1985,3,26585,20,1.445,30,1,218
CLI1122,1,1,54,1,7,0,2,3,1970,1,129351,38,0.681,80,0,226
CLI1123,0,0,36,1,3,1,1,2,1988,3,26050,37,1.376,30,1,263
CLI1124,0,1,66,1,0,0,2,2,1958,1,67648,22,1.756,50,0,489
CLI1125,1,1,57,1,0,0,1,3,1967,1,66493,34,1.033,80,0,138
CLI1126,0,0,46,1,0,0,1,2,1978,1,30010,13,1.697,30,1,309
CLI1127,0,0,31,1,6,2,1,3,1993,3,27624,2,1.652,30,0,41
CLI1128,0,1,47,1,0,0,0,3,1977,1,124565,14,1.385,80,1,136
CLI1129,1,0,28,1,3,2,1,4,1996,3,25123,33,2.34,30,0,206
CLI1130,0,1,56,1,0,0,1,2,1968,1,99600,7,1.189,50,0,75
CLI1131,1,1,46,1,0,0,2,3,1978,1,24802,14,1.541,30,0,345
CLI1132,1,0,22,0,3,2,1,5,2002,2,16756,40,1.995,30,0,568
CLI1133,1,1,88,0,8,0,1,1,1936,0,120404,44,1.619,120,0,582
CLI1134,0,1,45,1,0,0,0,4,1979,1,116161,47,1.583,30,0,110
CLI1135,0,1,78,1,8,0,1,2,1946,1,37497,38,1.541,50,0,321
CLI1136,0,1,46,1,0,0,2,2,1978,1,58069,11,0.837,50,1,208
CLI1137,1,1,62,1,0,0,2,2,1962,1,63923,25,1.443,50,0,301
CLI1138,0,1,45,1,3,0,2,2,1979,1,72603,5,1.33,50,0,304
CLI1139,1,1,79,1,7,0,1,2,1945,0,87154,24,1.482,50,0,530
CLI1140,0,0,33,0,7,1,1,4,1991,3,26164,13,1.376,30,0,349
CLI1141,0,0,28,1,7,2,1,6,1996,3,26872,46,2.306,30,0,485
CLI1142,1,0,36,1,6,1,1,4,1988,3,19678,7,2.043,30,0,385
CLI1143,1,0,29,1,0,2,1,1,1995,3,19955,16,2.858,30,0,457
CLI1144,1,1,42,0,2,0,0,3,1982,3,44616,32,0.686,30,0,547
CLI1145,1,1,66,1,8,0,1,2,1958,1,81936,20,1.482,50,0,309
CLI1146,0,1,87,0,8,0,0,3,1937,0,38753,22,1.463,30,0,101
CLI1147,0,0,42,1,6,0,1,4,1982,3,77408,34,1.169,30,1,136
CLI1148,1,1,62,1,0,0,2,1,1962,1,40991,39,1.404,50,0,233
CLI1149,1,1,80,0,1,0,1,1,1944,0,79359,40,0.915,120,0,100
CLI1150,0,0,24,0,3,2,1,7,2000,2,22851,24,2.651,30,1,300
CLI1151,1,1,46,0,6,0,1,3,1978,1,112847,11,1.678,30,1,108
CLI1152,1,1,79,0,8,0,0,2,1945,0,46449,36,1.091,30,0,43
CLI1153,0,0,36,1,3,1,1,3,1988,3,18022,23,1.629,30,0,378
CLI1154,1,1,58,1,2,0,2,4,1966,1,125441,11,0.955,80,0,589
CLI1155,0,0,28,0,3,2,1,5,1996,3,19141,14,2.306,30,1,237
CLI1156,1,1,51,1,0,0,2,3,1973,1,85366,25,0.896,80,0,367
CLI1157,1,0,20,0,3,2,1,3,2004,2,17954,23,1.685,30,1,154
CLI1158,0,0,66,1,4,0,1,1,1958,1,72980,21,1.424,50,1,180
CLI1159,1,0,24,0,5,2,1,4,2000,2,14802,35,2.72,30,0,309
CLI1160,1,0,24,0,3,2,1,5,2000,2,23862,10,1.754,30,0,318
CLI1161,1,0,20,0,3,2,1,5,2004,2,15234,28,1.167,30,0,486
CLI1162,1,1,43,1,5,0,0,3,1981,3,104940,47,1.675,30,1,313
CLI1163,1,0,21,0,3,2,1,5,2003,2,14093,46,3.065,30,0,110
CLI1164,0,0,33,0,0,1,1,1,1991,3,27364,19,0.663,30,0,375
CLI1165,1,0,25,0,3,2,1,5,1999,2,28503,20,1.443,30,0,509
CLI1166,1,0,25,0,3,2,1,7,1999,2,28626,37,1.512,30,1,362
CLI1167,0,0,53,1,0,0,1,1,1971,1,40924,34,1.6,50,1,261
CLI1168,1,1,43,1,0,0,1,1,1981,3,54379,6,1.56,50,0,396
CLI1169,0,0,62,1,0,0,1,1,1962,1,99586,42,1.326,50,0,419
CLI1170,1,1,69,0,0,0,2,2,1955,1,113441,24,0.876,120,1,352
CLI1171,0,1,78,0,4,0,0,4,1946,1,74052,25,1.756,30,1,206
CLI1172,0,1,77,1,7,0,0,2,1947,1,57412,45,1.541,50,0,277
CLI1173,1,1,92,0,8,0,1,1,1932,0,31748,13,1.346,30,1,395
CLI1174,1,1,43,1,2,0,0,6,1981,3,26646,9,1.077,30,1,142
CLI1175,1,1,46,1,0,0,1,4,1978,1,61564,42,1.541,80,0,519
CLI1176,1,1,51,1,0,0,1,2,1973,1,37426,10,1.287,50,0,233
CLI1177,1,1,69,0,2,0,2,3,1955,1,22912,21,1.541,30,0,478
CLI1178,0,1,61,0,0,0,1,3,1963,1,26125,18,1.639,30,0,155
CLI1179,1,1,46,1,4,0,1,2,1978,1,104799,40,0.7,50,1,242
CLI1180,0,1,64,1,0,0,2,2,1960,1,76757,47,0.622,50,0,38
CLI1181,0,1,97,1,8,0,1,1,1927,0,96248,27,1.58,50,0,250
CLI1182,1,1,47,1,0,0,2,2,1977,1,71633,29,1.756,50,1,197
CLI1183,1,1,80,1,2,0,0,3,1944,0,27423,6,1.541,30,1,325
CLI1184,1,1,39,1,7,1,2,1,1985,3,18667,49,2.043,30,0,269
CLI1185,1,0,33,0,3,1,1,5,1991,3,18687,36,1.652,30,0,575
CLI1186,1,1,33,0,5,1,2,2,1991,3,21729,5,1.1,30,1,137
CLI1187,1,1,51,1,3,0,0,3,1973,1,39681,40,0.994,30,0,314
CLI1188,0,1,47,1,0,0,2,2,1977,1,89713,13,1.17,50,0,111
CLI1189,0,1,40,0,7,1,0,3,1984,3,90058,1,1.79,30,1,392
CLI1190,0,1,52,1,8,0,1,1,1972,1,51921,11,0.896,50,1,227
CLI1191,1,1,69,1,7,0,1,1,1955,1,31473,23,1.15,30,0,232
CLI1192,1,1,39,1,0,1,1,2,1985,3,31713,0,0.939,30,1,165
CLI1193,0,0,34,1,0,1,1,2,1990,3,23364,42,1.652,30,0,519
CLI1194,0,1,50,1,0,0,2,4,1974,1,60485,43,1.678,80,0,255
CLI1195,1,0,29,0,2,2,1,2,1995,3,30716,13,11.325,30,0,263
CLI1196,1,1,41,0,5,1,2,2,1983,3,51206,47,1.629,30,0,462
CLI1197,0,1,29,0,5,2,2,2,1995,3,28834,43,0.995,30,1,356
CLI1198,1,1,41,0,7,1,1,5,1983,3,27087,8,0.87,30,0,33
CLI1199,0,1,58,1,0,0,2,3,1966,1,126233,46,0.661,80,0,285
CLI1200,0,0,61,1,0,0,1,1,1963,1,105293,18,1.619,50,1,244
CLI1201,1,1,46,1,2,0,0,6,1978,1,111041,47,1.717,30,0,142
CLI1202,0,1,51,1,0,0,2,2,1973,1,117939,11,1.287,50,1,194
CLI1203,1,1,33,1,3,1,1,6,1991,3,20233,18,0.893,30,1,186
CLI1204,1,0,69,1,0,0,1,1,1955,1,92943,43,1.658,50,0,169
CLI1205,1,1,57,1,7,0,1,4,1967,1,119039,33,0.759,80,0,497
CLI1206,0,0,31,1,5,2,1,2,1993,3,18580,27,1.077,30,1,120
CLI1207,0,0,22,0,3,2,1,5,2002,2,16048,45,1.305,30,0,325
CLI1208,1,1,66,1,2,0,0,3,1958,1,52056,26,0.857,30,0,320
CLI1209,1,1,46,1,3,0,2,4,1978,1,48663,47,0.564,30,0,556
CLI1210,1,1,51,1,5,0,2,6,1973,1,24098,41,0.564,30,0,340
CLI1211,1,1,41,1,0,1,2,2,1983,3,72462,32,0.732,50,0,309
CLI1212,0,0,46,1,0,0,1,1,1978,1,113111,41,1.541,50,1,326
CLI1213,0,1,51,1,0,0,2,4,1973,1,25806,31,1.385,30,0,47
CLI1214,1,1,54,0,3,0,1,7,1970,1,91019,33,1.619,30,0,490
CLI1215,0,1,98,0,8,0,0,2,1926,0,65005,28,1.033,30,0,372
CLI1216,0,1,42,0,7,0,1,1,1982,3,31175,44,1.56,30,1,212
CLI1217,1,1,53,1,0,0,2,2,1971,1,126290,37,0.818,50,0,405
CLI1218,0,1,56,1,0,0,1,4,1968,1,57787,44,1.209,80,0,363
CLI1219,1,1,80,1,0,0,0,2,1944,0,24963,5,1.091,30,1,276
CLI1220,1,0,33,1,3,1,1,4,1991,3,24228,41,1.514,30,0,289
CLI1221,0,1,51,1,0,0,1,1,1973,1,93981,39,1.326,50,0,250
CLI1222,0,1,72,1,8,0,2,2,1952,1,113186,22,1.209,50,1,100
CLI1223,0,0,40,0,0,1,1,1,1984,3,79168,0,0.87,120,0,486
CLI1224,0,0,28,1,3,2,1,3,1996,3,22761,34,1.823,30,1,123
CLI1225,0,0,34,0,8,1,1,3,1990,3,31742,0,1.813,30,0,218
CLI1226,1,1,47,1,2,0,0,4,1977,1,89540,26,1.111,80,0,524
CLI1227,0,1,36,1,1,1,0,2,1988,3,20239,20,1.215,30,0,597
CLI1228,1,0,33,1,7,1,1,1,1991,3,31340,45,1.215,30,0,306
CLI1229,0,1,23,0,3,2,1,4,2001,2,12373,44,2.961,30,1,384
CLI1230,0,0,28,1,4,2,1,2,1996,3,30592,27,1.65,30,0,411
CLI1231,1,1,54,1,0,0,2,4,1970,1,74625,8,1.737,80,1,241
CLI1232,0,0,34,1,0,1,1,1,1990,3,19015,1,1.767,30,0,397
CLI1233,1,1,36,0,3,1,1,3,1988,3,19289,4,1.675,30,0,516
CLI1234,0,0,30,1,5,2,1,8,1994,3,18747,39,1.146,30,1,340
CLI1235,0,0,36,1,7,1,1,3,1988,3,21607,4,1.56,30,0,110
CLI1236,1,1,39,1,0,1,2,2,1985,3,18436,21,1.468,30,1,207
CLI1237,1,0,21,0,3,2,1,5,2003,2,20384,28,2.858,30,0,273
CLI1238,0,1,28,0,6,2,0,5,1996,3,18951,48,2.961,30,1,258
CLI1239,1,1,63,0,2,0,0,4,1961,1,116537,45,1.717,30,1,122
CLI1240,1,1,50,0,2,0,2,4,1974,1,125353,3,0.896,200,0,266
CLI1241,0,1,52,0,1,0,0,3,1972,1,38958,39,1.561,30,0,527
CLI1242,1,1,22,1,6,2,2,3,2002,2,21990,37,2.064,30,0,124
CLI1243,0,0,36,1,5,1,1,2,1988,3,28313,4,1.169,30,0,230
CLI1244,1,1,50,1,0,0,1,1,1974,1,95487,5,1.502,50,0,335
CLI1245,1,0,30,0,3,2,1,3,1994,3,20673,33,1.031,30,0,280
CLI1246,0,1,42,1,4,0,1,1,1982,3,99952,26,1.629,50,0,45
CLI1247,0,0,42,0,4,0,1,3,1982,3,67463,32,0.778,30,0,449
CLI1248,1,0,96,0,8,0,1,1,1928,0,76479,39,1.502,120,1,250
CLI1249,1,0,33,1,5,1,1,3,1991,3,18849,44,1.33,30,0,326
CLI1250,1,1,63,1,7,0,2,7,1961,1,55112,20,0.603,30,1,119
CLI1251,0,1,69,1,0,0,1,2,1955,1,66611,46,0.583,50,0,288
CLI1252,1,0,55,0,5,0,1,3,1969,1,44606,36,1.737,30,0,335
CLI1253,1,1,75,1,2,0,0,2,1949,1,66346,24,1.502,50,0,515
CLI1254,0,1,36,0,7,1,1,2,1988,3,29272,36,1.721,30,0,452
CLI1255,0,1,41,1,5,1,1,2,1983,3,67784,11,1.836,50,1,142
CLI1256,0,0,28,0,4,2,1,6,1996,3,31086,4,12.015,30,1,345
CLI1257,0,0,32,0,4,1,1,5,1992,3,30462,22,0.663,30,0,320
CLI1258,0,0,35,1,3,1,1,2,1989,3,31921,36,1.284,30,0,557
CLI1259,0,1,75,0,4,0,1,1,1949,1,126009,0,1.678,120,1,225
CLI1260,1,1,95,1,8,0,0,2,1929,0,35276,14,1.385,50,1,340
CLI1261,1,1,54,1,0,0,1,3,1970,1,39073,20,1.228,30,1,276
CLI1262,0,1,35,1,1,1,0,2,1989,3,23416,27,1.56,30,1,265
CLI1263,1,1,31,1,3,2,1,4,1993,3,18920,29,2.043,30,0,427
CLI1264,0,0,29,1,1,2,1,1,1995,3,21641,9,14.085,30,1,136
CLI1265,1,1,91,0,8,0,1,1,1933,0,108310,44,1.619,120,1,192
CLI1266,0,0,69,1,0,0,1,1,1955,1,83153,27,0.779,50,0,299
CLI1267,1,1,72,0,8,0,0,2,1952,1,104900,8,1.678,120,0,479
CLI1268,0,1,42,1,0,0,2,3,1982,3,70520,39,1.836,30,1,334
CLI1269,1,1,67,1,7,0,1,1,1957,1,99980,15,1.502,50,0,330
CLI1270,0,1,51,1,0,0,1,2,1973,1,96424,2,1.541,50,0,504
CLI1271,0,0,33,1,5,1,1,2,1991,3,21650,34,0.916,30,1,100
CLI1272,1,1,51,1,7,0,2,5,1973,1,76609,2,0.564,30,0,584
CLI1273,1,0,58,0,7,0,1,1,1966,1,51532,14,1.111,30,0,287
CLI1274,1,0,24,0,3,2,1,5,2000,2,22471,1,3.099,30,1,369
CLI1275,0,1,46,1,0,0,2,2,1978,1,100037,0,0.974,50,0,182
CLI1276,0,1,63,1,5,0,1,7,1961,1,52220,34,1.424,30,0,529
CLI1277,0,1,54,0,4,0,1,2,1970,1,120106,23,1.482,120,0,126
CLI1278,0,0,28,0,0,2,1,3,1996,3,20792,25,1.098,30,0,393
CLI1279,0,0,34,1,4,1,1,1,1990,3,30390,46,1.79,30,0,211
CLI1280,1,0,28,0,3,2,1,5,1996,3,27276,7,14.775,30,1,192
CLI1281,1,0,36,1,3,1,1,5,1988,3,21564,13,1.445,30,1,297
CLI1282,1,0,32,1,3,1,1,6,1992,3,18704,25,0.916,30,1,335
CLI1283,1,1,42,1,0,0,2,4,1982,3,52548,14,1.859,30,0,450
CLI1284,1,1,68,1,2,0,0,2,1956,1,42720,19,1.013,50,0,224
CLI1285,1,1,65,0,4,0,1,1,1959,1,125440,19,1.267,120,0,546
CLI1286,0,1,30,1,7,2,1,5,1994,3,22765,6,0.755,30,0,304
CLI1287,0,1,56,1,0,0,2,3,1968,1,74773,1,0.759,80,1,316
CLI1288,1,0,65,0,7,0,1,3,1959,1,120501,38,0.915,200,0,176
CLI1289,0,1,86,0,1,0,1,1,1938,0,98837,18,0.72,120,1,146
CLI1290,0,0,41,1,0,1,1,1,1983,3,86764,37,1.514,50,0,233
CLI1291,1,1,41,1,2,1,0,4,1983,3,27901,30,1.859,30,1,220
CLI1292,1,1,33,0,0,1,2,2,1991,3,30253,15,1.261,30,0,335
CLI1293,1,1,47,1,7,0,2,2,1977,1,37949,31,1.639,50,1,102
CLI1294,1,0,44,1,0,0,1,2,1980,1,115415,39,0.755,50,1,206
CLI1295,0,0,44,1,0,0,1,2,1980,1,60067,33,0.663,50,0,76
CLI1296,0,0,33,0,4,1,1,5,1991,3,28833,24,1.56,30,0,454
CLI1297,0,1,44,1,0,0,2,2,1980,1,59329,10,1.33,50,0,572
CLI1298,0,1,68,1,0,0,0,3,1956,1,109157,6,0.818,80,1,337
CLI1299,1,0,24,0,3,2,1,8,2000,2,16723,10,14.775,30,0,551
CLI1300,0,1,73,1,8,0,0,2,1951,1,118619,18,0.994,50,1,272
CLI1301,1,1,74,1,0,0,1,1,1950,1,102618,48,1.619,50,1,172
CLI1302,1,1,55,1,0,0,2,3,1969,1,112969,43,15.215,80,0,107
CLI1303,1,0,30,0,3,2,1,3,1994,3,20619,0,1.261,30,0,396
CLI1304,1,0,31,1,5,2,1,3,1993,3,22210,14,1.744,30,1,302
CLI1305,1,1,50,1,5,0,2,2,1974,1,35801,2,1.463,50,1,304
CLI1306,1,1,65,1,0,0,2,2,1959,1,116175,0,0.837,50,0,180
CLI1307,1,0,21,0,3,2,1,2,2003,2,17538,22,2.375,30,0,199
CLI1308,1,1,68,1,0,0,1,4,1956,1,73083,40,0.681,80,1,187
CLI1309,0,0,79,1,8,0,1,1,1945,0,79156,6,0.955,50,1,365
CLI1310,1,0,21,0,3,2,1,4,2003,2,21199,13,2.064,30,0,185
CLI1311,0,0,31,1,7,2,1,3,1993,3,20852,42,1.445,30,1,111
CLI1312,1,0,28,0,5,2,1,4,1996,3,25538,36,2.858,30,0,207
CLI1313,1,1,40,1,7,1,1,2,1984,3,108269,40,1.813,50,1,269
CLI1314,0,0,36,1,3,1,1,2,1988,3,25546,34,1.491,30,0,139
CLI1315,1,1,65,0,7,0,2,4,1959,1,65193,45,1.013,30,0,65
CLI1316,1,0,22,0,3,2,1,4,2002,2,13891,22,1.581,30,0,588
CLI1317,1,0,25,0,3,2,1,5,1999,2,19474,46,1.788,30,0,461
CLI1318,1,1,30,0,8,2,2,6,1994,3,28495,47,1.054,30,0,485
CLI1319,0,0,51,1,0,0,1,2,1973,1,96491,36,1.639,50,0,485
CLI1320,0,1,81,0,8,0,0,2,1943,0,126204,2,1.697,120,0,454
CLI1321,1,0,29,0,5,2,1,1,1995,3,23117,27,2.099,30,1,170
CLI1322,1,1,84,1,0,0,1,1,1940,0,107431,34,0.798,50,0,211
CLI1323,1,0,45,1,0,0,1,3,1979,1,105402,25,0.663,30,0,507
CLI1324,0,0,35,0,6,1,1,1,1989,3,22446,16,1.882,30,0,481
CLI1325,0,1,33,0,0,1,2,2,1991,3,21224,15,1.836,30,1,189
CLI1326,1,1,77,0,8,0,1,2,1947,1,37378,48,0.935,30,0,156
CLI1327,1,1,55,1,0,0,1,3,1969,1,33367,17,1.306,30,0,220
CLI1328,1,1,43,0,2,0,0,4,1981,3,85797,30,1.031,30,0,431
CLI1329,0,1,46,1,0,0,1,2,1978,1,123477,6,0.72,50,0,133
CLI1330,0,1,44,1,0,0,1,3,1980,1,117703,24,1.376,30,0,54
CLI1331,0,1,43,1,1,0,1,1,1981,3,27520,27,1.744,30,0,457
CLI1332,0,1,97,1,8,0,0,2,1927,0,106336,12,1.697,50,0,543
CLI1333,0,0,47,1,0,0,1,1,1977,1,86975,39,1.619,50,0,98
CLI1334,1,0,21,0,3,2,1,3,2003,2,14397,10,2.789,30,0,321
CLI1335,0,1,50,0,0,0,1,1,1974,1,90589,33,0.74,120,0,586
CLI1336,0,1,33,1,8,1,2,4,1991,3,27778,30,1.399,30,0,241
CLI1337,0,1,43,1,5,0,1,1,1981,3,94188,10,0.801,120,1,291
CLI1338,0,0,39,1,3,1,1,1,1985,3,28374,2,1.974,30,0,296
CLI1339,1,1,58,1,5,0,1,3,1966,1,67875,5,0.7,80,0,587
CLI1340,1,0,23,0,3,2,1,4,2001,2,12410,25,2.064,30,0,340
CLI1341,0,0,24,1,7,2,1,3,2000,2,15143,14,2.892,30,0,542
CLI1342,1,1,42,0,0,0,2,3,1982,3,39580,16,1.077,30,1,118
CLI1343,1,1,40,1,2,1,2,3,1984,3,81695,43,1.629,30,0,261
CLI1344,1,1,69,1,0,0,2,4,1955,1,112238,39,0.7,80,1,140
CLI1345,1,0,34,1,0,1,1,2,1990,3,24820,29,1.284,30,1,349
CLI1346,1,0,28,0,7,2,1,1,1996,3,20720,10,1.547,30,0,538
CLI1347,1,1,57,1,7,0,1,2,1967,1,124732,7,1.756,50,1,131
CLI1348,1,0,21,0,3,2,1,4,2003,2,12643,15,2.34,30,0,376
CLI1349,0,0,39,1,3,1,1,1,1985,3,27755,48,1.629,30,1,183
CLI1350,0,0,33,0,3,1,1,4,1991,3,18885,14,0.985,30,0,412
CLI1351,0,1,65,1,0,0,2,5,1959,1,127573,33,1.619,200,1,299
CLI1352,0,0,28,0,4,2,1,3,1996,3,22930,25,2.685,30,0,366
CLI1353,1,1,85,1,8,0,1,1,1939,0,39679,37,1.072,50,0,375
CLI1354,0,1,64,1,5,0,2,2,1960,1,69810,33,0.915,50,0,590
CLI1355,0,1,42,1,0,0,1,4,1982,3,79905,12,1.353,30,0,482
CLI1356,1,1,32,0,6,1,1,4,1992,3,25746,17,1.767,30,0,365
CLI1357,1,1,62,1,0,0,2,3,1962,1,28975,16,0.876,30,0,198
CLI1358,0,0,41,1,7,1,1,2,1983,3,34107,27,1.537,30,1,313
CLI1359,1,1,54,1,5,0,2,4,1970,1,103002,9,1.072,80,1,385
CLI1360,0,0,45,1,0,0,1,1,1979,1,125369,11,1.399,50,0,87
CLI1361,1,1,61,1,0,0,2,3,1963,1,44290,47,1.443,30,0,46
CLI1362,1,0,31,1,5,2,1,1,1993,3,30947,47,1.376,30,0,216
CLI1363,0,0,39,0,4,1,1,2,1985,3,20541,26,1.215,30,0,284
CLI1364,1,0,25,0,3,2,1,3,1999,2,26881,27,1.788,30,0,181
CLI1365,0,1,47,1,0,0,2,2,1977,1,106695,1,1.658,50,1,241
CLI1366,1,0,20,0,3,2,1,1,2004,2,18295,23,2.271,30,1,341
CLI1367,1,0,33,0,5,1,1,4,1991,3,20062,6,2.066,30,0,412
CLI1368,1,0,22,0,3,2,1,3,2002,2,13716,38,14.775,30,0,90
CLI1369,1,1,92,0,8,0,0,2,1932,0,31069,44,0.583,30,1,261
CLI1370,0,0,46,1,4,0,1,1,1978,1,58270,14,1.737,50,0,450
CLI1371,1,0,31,1,5,2,1,1,1993,3,30057,30,1.675,30,0,187
CLI1372,1,1,80,1,8,0,2,2,1944,0,128725,13,1.013,50,0,108
CLI1373,0,1,67,1,8,0,0,4,1957,1,106369,30,1.385,80,0,381
CLI1374,0,1,46,1,0,0,1,1,1978,1,91400,24,1.248,50,0,285
CLI1375,1,1,54,1,0,0,1,2,1970,1,23036,26,1.326,30,0,253
CLI1376,0,1,92,1,8,0,0,2,1932,0,74609,12,1.346,50,1,199
CLI1377,1,0,24,0,3,2,1,4,2000,2,18335,12,1.995,30,1,381
CLI1378,0,0,46,1,4,0,1,1,1978,1,85223,46,1.091,50,0,84
CLI1379,0,0,34,0,5,1,1,4,1990,3,27302,18,0.778,30,0,80
CLI1380,0,1,54,1,0,0,2,4,1970,1,48704,41,0.935,30,1,317
CLI1381,1,1,64,1,0,0,2,2,1960,1,57446,5,1.189,50,1,145
